level_0,index,date,source,sentence,topic
3539,3575,2019-07-15,https://www.tribuneindia.com/news/punjab/no-flood-threat-as-pak-agrees-to-build-bridge/802075.html,"ravi dhaliwal tribune news service  dera baba nanak, july 14  with pakistan finally agreeing to construct a 300-m-long bridge instead of a causeway till the international border (ib), the threat of floods in dera baba nanak town and its adjoining areas has subsided",house
3540,3576,2019-07-15,https://www.tribuneindia.com/news/punjab/no-flood-threat-as-pak-agrees-to-build-bridge/802075.html,we informed them that the bridge coming up in our territory was 60 per cent complete,house
3541,3577,2019-07-05,https://www.tribuneindia.com/news/punjab/pak-firm-on-causeway-likely-to-push-deadline/797199.html,"ravi dhaliwal  tribune news service  gurdaspur, july 4  the pakistan government’s insistence on constructing a causeway, instead of a bridge, on its side as a part of the kartarpur corridor project may indefinitely push back the october 31 deadline to complete the project",house
3542,3578,2019-07-05,https://www.tribuneindia.com/news/punjab/pak-firm-on-causeway-likely-to-push-deadline/797199.html," the pakistan government wants to build a 300-m-long causeway over a low-lying area till the border which, in turn, will join the 100-m-long bridge being constructed by india",house
3543,3579,2019-06-23,https://www.tribuneindia.com/news/punjab/pak-corridor-road-is-not-all-weather/791587.html," “we are confident of completing the road construction work by september 30, so the pilgrimage can begin by november,” said an official",house
3544,3580,2019-06-23,https://www.tribuneindia.com/news/punjab/pak-corridor-road-is-not-all-weather/791587.html,"ush({ });  since the gradient is towards the indian side and the ravi flood plain touched the border, “we have been making an elevated road on pillars up to the zero point” to avoid flooding of inhabited areas there and also to ensure that pilgrimage remained unhindered all through the year, the officials said",house
3545,3581,2019-06-23,https://www.tribuneindia.com/news/punjab/pak-corridor-road-is-not-all-weather/791587.html,"they, however, feel that despite indian efforts, the pilgrimage, as promised, may not be possible all through the year, as “during the last two interactions of technical teams, the pakistan side has so far not agreed to extend the bridge they are constructing  over the ravi up to the zero point and link it with the indian facility",house
3546,3582,2019-06-23,https://www.tribuneindia.com/news/punjab/pak-corridor-road-is-not-all-weather/791587.html," “instead, they propose to construct a 2.25-km causeway from the river to the international border, which will be lower than the elevation of the road on the indian side and will cause flooding in the inhabited areas, as it will obstruct free flow of river water,” said a senior official of the ministry of home affairs (mha), who was part of the technical negotiations",house
3547,3583,2019-06-23,https://www.tribuneindia.com/news/punjab/pak-corridor-road-is-not-all-weather/791587.html,matter raised: mha  we have been urging them to link their side of the road at zero point with ours at the same elevation,house
3548,3584,2019-04-16,https://www.tribuneindia.com/news/punjab/india-pak-officials-hold-technical-meeting-on-kartarpur-corridor/759230.html," during the previous meeting, both sides jointly surveyed the  coordinates of the zero point and discussed the technical details,  including finished road level, high flood level, etc",house
3549,3585,2019-03-20,https://www.tribuneindia.com/news/punjab/kartarpur-corridor-villagers-in-pak-demand-compensation-for-their-land/746196.html,"the entire population (600) of village kothay khurd, where gurdwara dera sahib kartarpur is located (some 125-km from lahore), has been ordered by the district administration to vacate their houses immediately for the development of the kartarpur corridor to facilitate the sikh pilgrims from india",house
3550,3586,2019-03-20,https://www.tribuneindia.com/news/punjab/kartarpur-corridor-villagers-in-pak-demand-compensation-for-their-land/746196.html,hussain said there has been consensus among the villagers to sacrifice their agricultural land but none of them is ready to leave their ancestral houses,house
3551,3587,2019-03-20,https://www.tribuneindia.com/news/punjab/kartarpur-corridor-villagers-in-pak-demand-compensation-for-their-land/746196.html,"both sides jointly surveyed the coordinates of the zero point and discussed technical aspects including finished road level, high flood level, etc",house
3552,3588,2019-01-02,https://www.tribuneindia.com/news/punjab/test-all-punjab-hand-pumps-for-arsenic-study/707473.html, the study found that 87 per cent of households that had hand pumps high in arsenic also had access to private hand pump with cleaner water within 100 m,house
3553,3589,2019-01-02,https://www.tribuneindia.com/news/punjab/test-all-punjab-hand-pumps-for-arsenic-study/707473.html,"normally, in a village of 90 to 100 households (on an average), there would be as many tube wells/hand pumps, but the government would be testing only eight to 10 installed by it",house
3554,3590,2018-11-25,https://www.tribuneindia.com/news/punjab/us-based-ngo-ready-with-design/688518.html, a decorative metal railing will also be provided on both sides of the bridges with light poles installed after every 100 ft,house
3555,3591,2018-11-25,https://www.tribuneindia.com/news/punjab/us-based-ngo-ready-with-design/688518.html,"the design speaks of constructing a 400-ft-long bridge over the nullah, while the ravi bridge is sought to be 1,200 ft long",house
3556,3592,2018-11-16,https://www.tribuneindia.com/news/punjab/two-hc-judges-to-be-sworn-in-today/683811.html, tns motorcyclist diesin road accidentmuktsar: a 40-year-old man died an accident on the jalalabad road here,house
3557,3593,2018-10-29,https://www.tribuneindia.com/news/punjab/r-sthan-dairy-products-flood-abohar-market/675249.html,"on a tip-off that a vehicle carrying hundreds of tins with sweets was offloaded on friday night, food security inspector gagandeep kaur on saturday raided a house in anand nagari here",house
3558,3594,2018-09-27,https://www.tribuneindia.com/news/punjab/compensation-for-2017-still-due-fresh-girdawari-ordered/659578.html," subedar major satnam singh, who told the chief minister that “he helped him play polo in 1985”, raised the demand for a permanent bridge to connect majha and doaba near the site",house
3559,3595,2018-09-25,https://www.tribuneindia.com/news/punjab/red-alert-after-heavy-rain-schools-colleges-shut-today/658394.html, army on alert  the army has been asked to remain on alert to help the state deal with any eventuality the cm orders special girdawari to assess crop damage leave of irrigation and drainage staff cancelled  people advised to exercise restraint while moving out of their houses during the next 24 hours  ,house
3560,3596,2018-06-25,https://www.tribuneindia.com/news/punjab/cisf-to-be-deployed-in-six-high-security-jails-in-punjab/610553.html,"  earlier, the additional chief secretary home informed the chief minister that out of the total 244 gangsters lodged in punjab prisons, 86 are  a-category gangsters",house
3561,3597,2018-04-01,https://www.tribuneindia.com/news/punjab/three-killed-as-bike-hits-tree/566939.html,"abohar, march 31  three youths were killed when the motorcycle they were riding, while returning to their native pakki tibbi village, hit a roadside tree on the highway, about 8 km from abohar, on friday night",house
3562,3598,2018-03-15,https://www.tribuneindia.com/news/punjab/more-fury-than-fire-image-takes-a-hit/557888.html,share of the government buses — of prtc and punjab roadways — has gone down in new transport policy — from 75 to 50 per cent on national-highway routes and 60 to 40 per cent on state highways/district roads,house
3563,3599,2018-03-15,https://www.tribuneindia.com/news/punjab/more-fury-than-fire-image-takes-a-hit/557888.html,"— capt amarinder singh, incharge, home  cityscape huge pile to clear what’s done  forensic audit currently under way by global consultant grant thorton of the infrastructure works carried out by the urban local bodies department of the state",house
3564,3600,2018-03-15,https://www.tribuneindia.com/news/punjab/more-fury-than-fire-image-takes-a-hit/557888.html,"to provide housing for poor, reservation for scheduled castes was increased from 15% to 30% in all schemes pertaining to allotment of plots/houses",house
3565,3601,2018-03-02,https://www.tribuneindia.com/news/punjab/pulanwala-baba-gifts-another-bridge/552088.html,"arun sharma tribune news service ropar, march 1  while the successive governments failed to provide proper connectivity to people in the state for long, sikh saint baba labh singh (kila anandgarh) at anandpur sahib has brought succour to lakhs of people by building seven bridges in punjab and haryana",house
3566,3602,2018-03-02,https://www.tribuneindia.com/news/punjab/pulanwala-baba-gifts-another-bridge/552088.html," while six bridges built by the baba are already operational, the seventh such bridge, costing rs 10 crore, will be opened for public at shahpur bela village, near kiratpur sahib, on saturday",house
3567,3603,2018-03-02,https://www.tribuneindia.com/news/punjab/pulanwala-baba-gifts-another-bridge/552088.html," the 600-ft-long and 18-ft-wide bridge will bring succour to 400 residents, who till now were using a boat provided by the irrigation department in the name of connectivity with the main road during rainy season",house
3568,3604,2018-03-02,https://www.tribuneindia.com/news/punjab/pulanwala-baba-gifts-another-bridge/552088.html," foreman kamaldev, who look after all the construction work starting from the design of the bridge, said two years ago a 670 ft bridge at nearby burj village was opened for public on february 13, 2016, reducing the distance between several villages and anandpur sahib from 22 to a mere 7 km",house
3569,3605,2018-03-02,https://www.tribuneindia.com/news/punjab/pulanwala-baba-gifts-another-bridge/552088.html, earlier five such bridges — four on the sutlej in the surrounding areas of anandpur sahib and one over the ghaggar in fatehabad district of haryana — were built by him without any help from the state governments,house
3570,3606,2018-02-14,https://www.tribuneindia.com/news/punjab/roadmap-to-control-prices-of-veggies-soon-harsimrat/543722.html,"tribune news service  new delhi, february 13 food processing minister harsimrat kaur badal today said the centre would soon draw a roadmap to control the soaring prices of tomato, onions and potatoes (top)",house
